exam_1,exam_2,exam_3,attendance_rate,engagement_score,group_work_score,revision_hours,quiz_score,final_pass_score
99.22,85.6,84.19,83.7,7.53,76.81,18.14,79.0,76.63
64.45,71.29,73.36,92.21,5.86,100.0,12.65,63.0,73.71
40.0,30.0,53.16,60.0,2.0,0.0,0.34,18.0,23.31
53.37,50.31,62.46,82.02,6.2,54.07,8.11,49.0,59.12
68.57,47.29,66.9,63.53,4.17,32.42,5.51,19.0,45.6
63.1,49.12,67.94,75.02,8.39,4.22,12.05,29.0,60.5
64.64,66.3,68.78,60.0,4.3,31.04,0.0,50.0,52.68
45.71,31.99,51.13,60.0,2.33,0.61,0.63,7.0,36.89
44.13,45.22,51.53,60.64,3.93,1.67,0.0,23.0,39.26
52.52,39.24,62.8,78.51,3.92,28.39,0.07,34.0,44.65
77.17,83.07,80.55,70.71,6.55,75.72,11.18,51.0,76.85
40.77,33.95,50.0,60.0,2.0,0.0,0.0,0.0,31.24
66.04,67.35,76.38,77.17,6.34,60.37,8.04,49.0,72.17
99.66,91.01,100.0,88.5,10.0,85.43,19.03,98.0,95.58
99.59,95.0,99.46,91.67,10.0,77.83,19.19,100.0,95.59
100.0,95.0,100.0,97.17,10.0,100.0,20.0,92.0,93.18
69.92,72.81,93.16,89.84,8.08,31.34,10.58,69.0,70.78
90.32,92.35,95.53,100.0,10.0,89.67,15.23,100.0,92.2
58.25,39.4,64.05,60.0,6.33,21.87,7.06,28.0,44.55
50.39,56.29,57.32,60.0,3.0,9.02,0.0,28.0,44.42
44.21,36.67,56.52,62.51,3.01,3.01,0.0,6.0,27.09
92.14,95.0,100.0,98.83,10.0,73.14,18.83,93.0,90.39
89.39,95.0,97.53,100.0,10.0,63.1,16.61,94.0,81.82
48.99,46.63,60.96,67.93,2.91,7.62,4.68,29.0,39.65
61.54,58.38,75.15,82.29,9.14,41.61,5.38,36.0,65.87
44.86,48.8,50.0,69.69,5.69,12.65,0.0,2.0,34.87
89.65,71.77,80.96,91.82,8.9,79.94,15.67,61.0,75.18
100.0,95.0,100.0,100.0,8.55,71.51,20.0,100.0,92.69
53.31,32.85,50.0,62.73,3.41,0.0,0.0,18.0,36.94
83.97,55.71,85.02,73.62,4.15,66.99,11.74,54.0,73.0
45.16,61.3,56.53,73.6,4.67,18.17,14.19,21.0,54.79
80.67,55.89,72.42,78.06,6.56,57.86,12.64,67.0,61.88
71.52,82.63,89.4,95.89,7.01,65.03,14.13,65.0,84.34
66.58,64.03,66.26,70.6,7.6,51.27,14.13,29.0,66.43
61.63,62.04,64.85,76.45,5.78,51.11,3.23,45.0,58.17
79.65,60.48,76.56,80.96,3.85,3.31,0.76,27.0,47.33
100.0,95.0,99.93,99.27,10.0,100.0,19.33,100.0,94.21
75.97,70.88,77.89,88.54,8.08,25.4,16.79,57.0,68.71
75.04,75.14,80.79,90.63,4.27,28.89,5.83,63.0,63.3
41.76,39.07,50.0,61.56,3.93,0.0,0.0,8.0,34.1
65.99,65.16,65.57,69.92,4.78,38.88,9.45,47.0,44.81
94.47,80.16,96.28,88.4,10.0,84.79,13.94,74.0,79.79
63.64,66.79,71.0,83.6,6.73,40.86,9.42,58.0,62.96
82.64,74.29,94.29,87.25,7.89,78.03,16.69,55.0,83.96
99.97,87.17,100.0,98.55,10.0,100.0,20.0,100.0,96.14
100.0,95.0,99.95,100.0,9.59,73.81,18.24,96.0,96.92
75.6,65.83,79.58,80.35,6.75,31.91,12.61,65.0,74.83
50.63,56.48,54.79,68.14,5.03,9.69,0.94,31.0,40.48
44.67,30.0,58.17,60.0,2.21,26.4,2.12,0.0,27.91
62.67,56.53,70.66,75.45,6.06,49.88,5.21,42.0,51.15
67.61,54.61,62.05,68.18,4.29,46.78,2.1,14.0,46.11
98.73,67.2,84.66,97.09,6.58,99.39,20.0,55.0,78.19
63.26,52.36,76.01,73.93,6.56,58.82,15.2,66.0,74.62
67.12,61.83,70.87,78.94,6.93,38.71,7.65,39.0,60.93
40.0,30.0,50.0,60.0,2.0,31.17,5.57,10.0,37.41
43.81,44.23,58.4,66.38,3.07,0.0,0.37,0.0,30.21
83.08,81.18,85.36,89.6,5.69,66.14,13.8,85.0,79.23
98.61,82.93,100.0,100.0,10.0,100.0,19.36,96.0,94.41
85.1,63.78,68.0,79.29,7.3,1.73,5.83,24.0,58.93
76.64,76.16,88.65,88.4,6.34,48.82,4.51,64.0,71.8
99.94,93.66,97.53,95.78,8.92,100.0,17.46,100.0,94.06
40.0,37.67,63.89,64.34,4.82,15.64,7.39,0.0,38.27
83.01,65.9,74.04,90.07,7.57,76.78,14.29,78.0,82.05
58.23,51.34,50.0,60.0,4.25,0.0,6.27,19.0,38.35
89.55,87.0,93.02,87.79,7.69,72.1,19.2,100.0,93.33
56.01,60.04,87.21,83.8,7.38,69.8,8.32,91.0,72.33
77.78,74.8,93.49,73.31,6.86,45.39,13.58,37.0,73.69
48.99,33.82,52.06,60.0,3.61,31.28,1.76,36.0,38.46
94.3,75.78,91.23,100.0,7.97,87.57,12.54,76.0,88.81
100.0,92.07,100.0,100.0,9.7,76.56,20.0,97.0,93.57
40.05,30.0,56.63,60.0,2.52,11.55,0.0,0.0,32.89
54.66,45.45,72.67,79.88,3.93,49.69,4.57,24.0,51.76
67.85,75.56,73.52,90.37,10.0,67.65,20.0,80.0,81.08
92.66,84.61,93.08,96.98,7.31,96.13,19.6,50.0,89.47
58.34,55.9,50.36,69.45,4.71,0.0,5.85,15.0,49.87
40.0,30.0,54.86,63.76,2.44,45.1,0.0,10.0,36.97
100.0,81.53,97.97,100.0,10.0,100.0,19.58,69.0,99.9
93.88,85.91,84.88,97.54,5.14,100.0,12.65,81.0,80.85
40.31,44.48,52.0,60.0,2.0,2.31,0.0,0.0,29.83
47.1,48.87,59.11,81.26,3.02,14.56,3.85,26.0,45.19
96.53,95.0,100.0,100.0,10.0,92.32,16.92,100.0,95.76
82.51,95.0,94.64,88.54,9.62,100.0,20.0,100.0,91.95
97.04,91.79,100.0,99.96,8.94,100.0,20.0,57.0,83.36
65.43,40.54,76.16,89.1,5.39,29.08,4.36,49.0,59.6
73.6,68.27,84.59,87.51,5.09,53.3,16.41,42.0,68.46
70.1,59.99,65.88,83.72,6.21,69.25,4.68,66.0,62.69
100.0,91.82,100.0,91.37,10.0,97.95,20.0,93.0,91.5
45.56,35.81,50.0,68.98,3.57,12.83,1.36,0.0,31.81
48.59,38.4,55.61,66.93,5.28,41.27,1.31,5.0,40.34
87.17,90.65,100.0,100.0,9.31,100.0,20.0,100.0,89.58
64.6,77.5,77.04,72.99,6.0,64.1,9.01,58.0,65.52
100.0,92.11,92.57,93.57,8.58,78.62,20.0,100.0,92.23
46.57,44.18,66.7,67.06,2.0,0.0,0.0,5.0,35.5
74.71,57.75,75.81,76.74,5.79,32.82,9.61,30.0,58.34
40.35,41.63,51.75,62.45,2.83,0.0,3.41,19.0,29.35
71.76,64.09,65.91,77.26,7.02,54.65,14.37,58.0,71.2
40.84,30.0,52.61,60.0,2.83,0.0,2.56,6.0,19.39
62.21,33.21,63.05,67.23,4.61,24.83,5.77,52.0,50.81
46.49,31.9,50.94,60.0,4.43,0.0,1.71,0.0,38.03
93.73,80.38,81.1,83.95,8.05,63.68,13.63,100.0,83.6
74.18,82.99,88.61,95.98,8.31,73.02,18.62,87.0,77.98
48.6,30.0,52.88,61.56,2.41,48.67,1.72,0.0,37.91
100.0,95.0,100.0,92.43,8.3,100.0,17.2,99.0,87.25
96.53,95.0,98.77,100.0,10.0,100.0,20.0,82.0,93.97
72.95,75.01,84.69,75.87,6.27,22.06,13.19,37.0,71.72
46.28,52.69,65.3,75.59,3.82,1.34,13.03,19.0,47.8
85.97,95.0,100.0,100.0,10.0,99.15,20.0,100.0,96.83
40.0,30.0,50.0,66.0,2.54,27.19,0.81,0.0,37.21
66.65,77.47,69.63,81.42,6.66,55.49,11.21,83.0,63.71
72.29,60.52,82.75,86.63,6.09,62.39,11.09,57.0,68.25
93.1,92.91,96.84,100.0,10.0,100.0,20.0,91.0,95.77
74.43,78.54,79.4,97.92,5.19,46.76,16.03,47.0,67.52
56.46,53.82,62.7,77.47,3.22,55.68,8.22,20.0,46.83
40.0,39.14,52.62,65.57,2.0,0.0,1.13,29.0,40.69
64.68,49.38,72.71,65.76,3.73,57.78,2.97,60.0,45.77
47.72,30.0,50.0,60.0,2.0,38.09,0.17,14.0,32.68
88.43,83.67,80.88,80.08,8.54,34.01,7.42,53.0,68.54
62.87,45.69,64.94,65.56,4.89,24.61,0.55,3.0,43.37
41.75,30.0,50.0,60.0,2.0,15.78,2.19,0.0,27.74
95.53,89.43,100.0,99.51,10.0,94.27,20.0,100.0,97.98
58.68,49.85,50.0,75.02,3.98,22.43,2.21,22.0,43.27
42.35,31.54,50.0,60.0,2.0,0.0,0.0,0.0,29.04
61.76,57.45,73.99,82.34,4.01,5.22,9.59,48.0,56.41
77.49,67.48,76.47,81.43,6.27,74.23,11.54,33.0,66.34
40.0,43.76,50.0,60.23,2.0,0.0,1.58,22.0,35.68
77.19,67.56,75.75,97.22,5.79,19.14,10.24,93.0,72.76
45.73,32.21,50.0,62.22,3.61,23.82,1.86,13.0,34.34
97.93,89.95,91.94,99.68,8.82,100.0,19.83,95.0,99.69
82.66,80.12,90.26,92.57,9.91,47.22,17.49,65.0,77.4
58.21,46.37,62.66,83.58,3.53,53.73,10.27,27.0,62.66
43.86,36.61,59.25,66.31,2.0,29.78,14.2,21.0,39.54
75.62,48.05,72.72,80.75,6.38,45.28,13.77,60.0,62.94
79.22,81.19,88.98,90.38,7.56,70.57,15.97,84.0,73.22
71.6,65.11,80.57,78.92,3.63,46.41,9.63,68.0,63.92
67.11,70.66,68.9,73.15,5.59,44.36,4.68,49.0,63.79
64.75,67.87,81.78,77.69,4.33,36.85,7.25,68.0,58.98
54.22,41.33,50.0,79.31,2.0,45.19,5.54,22.0,49.63
54.18,41.86,73.95,70.5,5.74,45.67,8.0,17.0,49.07
50.02,30.0,50.0,60.0,4.14,0.0,9.63,19.0,32.43
88.09,80.88,90.47,98.28,8.94,100.0,16.14,100.0,85.88
73.36,85.89,77.5,91.49,8.82,57.41,9.7,68.0,77.6
40.3,42.12,64.1,73.53,4.37,46.18,3.94,7.0,38.86
90.22,90.45,94.66,92.83,10.0,100.0,18.19,100.0,99.9
83.81,57.56,73.02,88.24,6.07,69.07,12.18,49.0,64.16
45.93,30.0,50.0,73.7,2.0,0.0,0.0,4.0,30.62
94.14,82.81,95.81,91.32,9.58,51.16,16.68,90.0,85.35
76.02,84.41,88.42,86.12,8.37,77.5,15.13,57.0,83.03
87.19,73.81,94.1,79.71,5.61,44.0,11.51,57.0,65.42
52.57,38.76,79.82,83.46,4.0,18.59,4.87,30.0,38.6
87.88,93.7,89.04,79.15,7.35,71.79,15.96,67.0,79.46
56.65,45.95,71.3,72.89,4.65,25.39,7.81,47.0,52.18
80.37,74.15,80.2,94.72,7.03,74.38,12.7,79.0,69.15
45.46,40.22,61.46,60.0,2.0,3.99,0.0,9.0,36.51
64.5,53.05,66.53,66.26,4.0,0.99,9.85,28.0,54.23
100.0,91.33,98.27,99.69,9.6,100.0,20.0,88.0,94.27
41.73,30.46,60.07,80.53,2.56,3.06,1.79,0.0,30.48
50.48,37.3,57.6,67.59,4.76,1.47,7.68,38.0,52.68
59.03,42.33,50.89,70.69,2.42,0.0,7.54,23.0,36.79
40.0,30.05,53.43,60.0,2.4,0.0,4.88,0.0,34.25
49.87,31.49,58.05,62.31,2.0,0.48,3.19,19.0,33.81
46.48,54.6,73.15,81.15,5.07,40.47,12.12,34.0,56.4
68.06,66.17,78.01,78.81,3.24,66.48,10.0,23.0,62.6
64.91,52.77,73.9,82.27,4.53,81.95,6.33,51.0,61.38
45.61,60.55,72.77,73.8,5.45,70.6,11.47,35.0,48.16
61.11,73.75,76.82,69.41,4.1,71.85,13.2,41.0,67.53
100.0,91.15,97.65,100.0,7.64,100.0,18.83,94.0,84.9
65.08,55.51,70.87,89.02,6.73,45.05,4.53,11.0,56.99
65.83,46.36,71.41,62.49,2.0,27.42,5.94,0.0,45.86
73.54,63.0,71.51,76.02,4.82,68.09,8.87,30.0,58.23
88.76,72.47,88.67,98.29,10.0,80.4,10.33,84.0,85.41
100.0,95.0,100.0,99.39,10.0,100.0,20.0,96.0,92.92
53.51,47.41,64.82,60.13,3.78,45.05,8.49,17.0,39.97
53.55,65.62,82.9,82.05,5.33,48.92,6.16,54.0,63.74
69.09,81.86,78.07,95.03,6.2,62.54,14.95,79.0,74.8
43.93,30.0,50.0,60.0,2.19,0.0,5.78,6.0,40.3
74.99,67.17,70.58,81.76,3.2,41.67,15.13,50.0,62.56
42.09,33.36,54.6,60.0,3.46,0.0,0.0,0.0,26.11
40.0,30.0,54.31,60.0,2.3,0.0,3.92,0.0,44.37
86.65,76.82,75.61,88.92,4.8,82.71,12.17,69.0,67.31
70.31,53.48,68.71,73.85,6.1,12.55,5.0,52.0,57.28
82.22,67.02,87.78,81.05,7.71,88.89,20.0,63.0,79.77
76.64,68.71,73.19,82.34,6.57,7.99,10.63,37.0,66.13
40.0,30.0,54.91,66.44,5.71,18.03,0.0,2.0,32.53
76.52,63.28,78.36,83.6,5.98,64.3,12.47,65.0,68.66
41.05,30.0,50.0,60.0,4.2,13.84,6.07,1.0,33.49
100.0,90.21,100.0,96.27,10.0,100.0,20.0,79.0,99.9
42.63,33.92,57.63,71.78,2.65,0.0,0.0,7.0,37.75
63.84,55.15,67.04,77.3,4.5,66.25,8.57,32.0,51.54
40.0,30.0,56.54,60.0,2.0,0.0,4.55,0.0,28.94
84.81,65.14,88.0,81.41,5.42,63.53,14.01,77.0,74.55
68.16,58.96,63.5,68.44,4.69,76.47,10.95,22.0,51.59
52.82,37.81,62.75,66.81,3.79,30.2,4.83,39.0,37.91
99.47,89.64,91.04,97.99,7.37,100.0,11.0,90.0,84.65
76.1,63.79,70.33,78.39,5.71,61.25,15.74,71.0,65.74
81.8,74.74,85.1,89.39,8.51,87.72,15.86,78.0,89.57
53.5,49.06,53.33,60.0,4.33,0.0,4.96,0.0,39.3
40.0,31.4,50.0,68.43,2.0,7.53,1.09,0.0,22.71
83.76,71.53,75.82,77.5,6.95,55.14,11.1,49.0,67.41
64.52,55.4,69.18,75.67,7.36,55.12,9.78,43.0,62.63
86.8,79.02,92.28,88.09,9.34,62.28,15.08,57.0,83.96
61.45,60.01,66.34,76.65,4.6,70.27,15.81,50.0,63.64
74.9,79.88,78.1,78.93,6.88,35.1,11.74,45.0,70.69
40.0,38.49,50.0,61.78,2.27,0.0,6.55,34.0,37.74
90.94,95.0,99.03,94.12,10.0,68.43,20.0,100.0,94.59
64.0,59.42,72.21,78.93,5.46,21.0,0.0,52.0,71.38
83.05,76.06,94.11,91.84,9.21,81.53,12.71,82.0,80.24
51.64,34.61,57.11,68.73,4.46,39.74,5.53,0.0,33.71
87.72,62.24,85.22,89.92,5.59,64.56,9.47,64.0,69.38
40.0,35.98,50.39,60.0,2.0,0.0,0.0,6.0,29.64
94.53,71.15,81.12,90.33,8.5,28.13,18.69,62.0,70.86
59.46,30.0,60.29,70.9,4.5,47.45,1.08,33.0,46.97
63.77,82.57,74.08,88.42,7.35,38.17,13.06,61.0,67.47
94.3,78.47,86.11,90.41,10.0,70.93,14.97,83.0,73.97
40.0,30.0,50.0,60.0,2.0,21.53,2.53,4.0,31.04
50.93,55.52,56.65,64.87,2.33,16.5,4.8,27.0,39.52
79.44,66.45,87.8,83.83,7.47,64.61,6.65,89.0,79.81
94.12,95.0,100.0,100.0,8.53,100.0,18.87,88.0,89.41
71.48,53.88,74.58,80.43,4.82,73.43,7.88,73.0,62.23
83.9,69.47,90.95,91.05,6.29,81.68,16.79,100.0,85.5
56.77,72.68,71.52,75.22,4.98,2.0,10.18,37.0,55.06
100.0,95.0,99.29,100.0,8.61,83.64,19.12,100.0,91.8
40.0,37.18,53.01,60.0,2.5,0.0,0.0,27.0,29.69
64.25,68.14,91.8,82.43,7.64,71.53,12.58,76.0,80.5
48.59,34.67,50.0,73.22,2.59,0.0,3.14,0.0,31.2
40.0,30.0,50.25,60.0,5.74,2.98,1.19,0.0,26.34
61.35,72.07,74.52,88.59,8.42,61.75,11.89,56.0,67.96
78.25,59.34,78.01,84.24,7.8,76.61,9.92,69.0,70.51
60.12,43.33,64.55,78.04,4.86,17.24,4.13,51.0,54.19
65.57,62.6,71.89,76.38,5.18,48.57,9.94,28.0,51.49
97.74,95.0,100.0,96.45,10.0,100.0,20.0,89.0,99.9
64.7,51.96,66.25,76.71,4.71,56.36,10.69,15.0,50.71
78.35,75.77,75.78,86.45,7.89,84.94,12.35,72.0,84.69
63.1,34.63,68.94,60.0,3.41,14.57,4.58,16.0,43.84
67.34,71.19,86.68,80.37,7.84,66.31,7.92,70.0,73.99
66.77,61.46,68.86,73.81,6.43,37.02,6.63,66.0,65.87
63.54,56.67,60.39,66.14,6.05,48.66,4.28,36.0,50.66
94.53,95.0,100.0,100.0,9.56,100.0,20.0,96.0,90.44
92.63,90.18,100.0,95.45,10.0,87.45,20.0,100.0,99.58
81.02,61.43,82.7,82.2,6.97,91.06,7.0,51.0,79.32
40.0,36.2,55.17,73.01,4.11,24.09,3.27,0.0,36.23
55.88,58.27,73.18,80.86,2.13,16.42,9.2,36.0,52.95
100.0,93.66,89.55,100.0,10.0,93.12,18.02,82.0,94.78
64.02,52.43,67.98,86.7,4.24,36.45,5.22,35.0,46.22
86.85,95.0,100.0,99.42,9.2,100.0,17.18,88.0,98.81
100.0,92.19,94.46,99.63,8.78,83.82,18.64,100.0,88.9
72.1,74.72,87.24,77.61,7.56,46.47,10.68,44.0,76.1
44.37,36.81,66.92,72.52,2.0,29.69,1.87,0.0,37.95
41.84,30.0,57.15,71.74,2.0,11.17,0.0,0.0,37.86
92.97,95.0,94.36,97.76,5.84,41.82,19.06,69.0,76.08
62.12,39.6,53.98,73.87,2.07,26.49,4.5,38.0,49.39
62.8,62.11,80.65,66.75,6.33,28.44,10.96,74.0,66.26
45.95,30.0,50.0,74.04,2.0,0.0,0.0,7.0,30.42
68.19,44.68,64.35,74.6,6.03,30.77,5.57,32.0,57.87
69.92,60.58,71.49,94.74,7.92,42.13,11.88,51.0,70.53
82.92,85.37,81.42,95.22,9.79,49.1,12.62,86.0,83.34
46.73,30.0,50.0,64.63,2.0,0.0,0.72,0.0,19.34
90.05,95.0,100.0,97.94,10.0,100.0,20.0,84.0,93.25
66.48,44.02,66.84,70.21,5.96,0.0,4.43,35.0,54.53
40.0,30.0,50.0,60.0,2.0,0.0,4.93,0.0,27.53
58.88,55.62,73.44,83.62,7.38,60.92,1.81,42.0,58.72
69.04,53.51,73.28,65.29,2.99,59.5,5.57,48.0,58.73
88.2,60.52,79.75,81.1,7.01,29.53,17.96,55.0,78.26
97.78,88.09,100.0,100.0,10.0,61.41,18.57,100.0,96.06
63.39,40.73,75.21,80.07,5.29,17.58,8.94,35.0,49.25
77.08,70.8,76.33,68.67,5.3,1.06,13.43,49.0,70.06
40.0,31.88,52.66,60.0,2.0,2.19,1.31,16.0,30.93
83.67,81.15,84.94,91.19,10.0,77.73,20.0,100.0,92.04
71.97,69.62,72.66,83.79,4.37,50.64,13.88,45.0,61.76
68.53,43.7,60.6,77.7,3.92,41.31,9.76,46.0,48.03
40.51,30.0,52.15,63.62,3.21,17.47,1.77,17.0,28.17
100.0,95.0,92.25,93.65,10.0,100.0,20.0,100.0,99.9
45.31,31.48,52.03,63.71,3.71,0.0,0.0,1.0,31.56
49.39,40.61,63.28,73.71,4.85,9.34,6.56,20.0,48.17
80.04,57.9,71.45,89.38,6.61,59.11,13.08,43.0,76.74
40.0,30.0,50.0,74.87,2.84,4.15,0.0,1.0,35.48
40.0,42.91,56.26,64.36,2.0,18.51,0.0,27.0,46.37
72.25,41.72,54.18,65.81,2.0,0.0,0.0,5.0,32.46
96.8,89.46,86.12,100.0,7.72,59.89,16.01,79.0,86.12
61.48,37.86,56.52,75.29,4.15,25.34,10.69,34.0,45.03
95.51,95.0,85.3,96.69,8.83,57.78,18.99,82.0,83.85
54.45,36.92,61.45,69.56,2.67,10.96,2.07,1.0,34.03
53.04,40.66,54.51,61.01,2.77,29.66,6.66,21.0,38.02
68.28,49.44,73.58,63.93,2.0,71.73,0.46,33.0,46.55
89.76,57.86,79.32,78.99,6.1,62.58,10.81,53.0,68.89
46.66,39.4,66.12,78.92,5.66,46.03,8.93,56.0,55.64
78.54,76.43,94.13,94.74,8.9,77.99,20.0,56.0,87.01
40.0,38.9,62.81,68.75,2.0,38.36,0.0,11.0,39.16
40.0,30.0,53.01,63.75,2.89,0.0,0.0,13.0,41.61
42.33,30.0,50.01,61.13,4.53,6.59,2.26,19.0,45.86
40.0,30.0,50.17,61.91,2.0,12.07,3.03,2.0,28.37
70.93,53.53,57.07,74.22,5.2,34.46,13.42,38.0,58.36
75.59,58.96,65.94,70.97,5.76,21.02,4.97,37.0,55.55
52.9,36.15,61.1,60.89,3.04,0.0,3.47,47.0,38.04
100.0,95.0,100.0,97.09,8.37,100.0,14.14,100.0,99.05
100.0,85.93,97.42,100.0,10.0,100.0,20.0,100.0,99.9
57.72,61.23,73.84,70.09,6.36,36.44,8.83,18.0,57.97
40.0,30.0,50.0,72.78,2.0,17.84,7.53,0.0,38.83
53.13,47.2,69.71,72.45,5.71,41.4,11.03,33.0,50.71
49.16,46.72,65.56,69.92,4.64,30.17,10.06,31.0,56.36
53.74,44.82,63.87,64.53,5.37,33.14,1.58,12.0,49.45
51.8,47.35,65.17,72.94,2.0,8.1,5.26,0.0,29.32
52.81,46.44,65.3,60.97,3.06,31.27,5.52,0.0,38.97
63.33,57.31,72.69,74.94,6.87,1.22,8.2,18.0,55.9
44.11,47.53,73.49,65.95,7.53,21.8,4.13,63.0,68.39
78.59,58.73,89.39,84.48,6.19,74.32,15.95,14.0,67.67
76.56,75.15,85.91,89.4,6.71,51.84,11.96,64.0,75.25
46.85,31.47,51.86,60.0,3.71,11.87,2.99,5.0,33.04
100.0,86.35,100.0,89.97,10.0,100.0,20.0,100.0,96.29
40.0,31.57,50.0,60.0,3.24,0.0,8.93,5.0,42.51
40.0,31.43,54.97,65.28,2.0,22.58,0.0,0.0,31.5
79.43,75.59,77.21,89.09,7.03,73.54,15.41,82.0,85.87
44.23,46.83,63.34,62.87,4.22,0.0,4.28,0.0,37.41
85.15,82.09,94.11,97.59,3.77,66.27,17.28,93.0,85.57
40.0,32.62,50.0,67.71,2.0,29.08,5.88,7.0,25.84
96.0,95.0,99.7,100.0,7.45,99.92,18.8,86.0,90.56
83.04,82.91,83.74,87.76,9.36,67.24,15.78,70.0,79.89
47.86,35.98,50.0,66.19,2.0,0.0,0.26,17.0,33.63
40.0,33.8,50.0,62.04,2.0,0.0,1.72,0.0,29.38
100.0,94.57,100.0,95.67,10.0,75.75,20.0,100.0,96.68
64.32,57.72,62.94,66.1,2.0,44.87,2.01,16.0,51.79
46.94,33.84,57.15,60.0,3.65,30.94,9.18,12.0,38.43
48.01,41.34,50.0,60.0,5.48,21.55,0.0,8.0,40.17
72.56,41.68,67.85,66.82,4.21,4.14,2.54,44.0,49.73
71.25,62.19,60.92,81.64,2.38,42.32,10.14,46.0,55.89
89.2,94.63,82.54,92.45,7.92,100.0,15.85,99.0,99.9
44.62,30.0,50.0,60.0,2.71,0.0,0.0,4.0,33.35
40.0,31.08,56.3,63.1,2.56,0.0,3.45,0.0,31.4
76.56,81.27,88.42,88.13,8.83,48.3,16.98,53.0,80.61
92.83,93.91,99.59,100.0,8.77,100.0,20.0,96.0,98.91
56.13,32.95,50.0,60.8,2.0,0.0,0.0,6.0,31.98
93.35,95.0,97.01,90.84,6.36,96.82,20.0,72.0,84.07
65.06,55.06,67.62,77.7,7.02,29.12,13.23,58.0,60.88
91.96,95.0,100.0,92.71,8.04,100.0,16.2,86.0,75.85
72.13,56.52,86.6,82.11,6.04,47.86,9.51,33.0,59.23
41.03,33.39,53.34,66.51,2.0,15.83,3.49,2.0,36.3
73.72,53.01,75.97,68.0,5.33,50.84,13.46,12.0,58.62
100.0,75.76,97.9,98.34,10.0,79.53,19.01,100.0,92.51
40.0,30.0,50.0,70.83,2.15,0.0,0.0,23.0,35.27
53.71,39.86,61.21,63.66,3.54,28.71,12.02,15.0,50.39
75.07,65.86,68.24,74.22,5.37,64.2,8.56,39.0,61.8
40.0,30.0,50.0,60.0,2.0,0.0,0.0,2.0,27.21
100.0,90.99,96.31,100.0,8.64,100.0,19.14,89.0,93.37
44.59,30.0,55.01,67.04,5.44,26.11,5.97,2.0,33.79
76.69,78.03,81.28,93.6,5.15,76.57,10.16,71.0,77.73
65.48,54.38,86.06,82.05,6.63,43.78,9.64,46.0,73.48
93.03,95.0,91.81,97.76,9.8,100.0,18.82,98.0,88.97
76.89,76.73,89.46,97.17,6.27,43.86,13.52,69.0,73.28
65.1,51.17,68.14,71.75,5.65,48.28,6.32,45.0,57.49
49.56,43.0,57.67,60.0,2.83,15.96,3.77,5.0,35.99
80.09,85.9,96.0,83.56,10.0,100.0,16.38,92.0,92.03
40.0,30.17,50.94,60.0,2.0,0.0,2.36,18.0,27.95
83.22,69.98,82.73,89.64,7.58,79.96,14.49,86.0,69.71
40.0,30.0,50.0,60.0,3.5,0.0,4.14,27.0,40.37
100.0,95.0,100.0,100.0,9.7,89.66,20.0,79.0,99.06
70.39,77.62,79.27,90.11,7.37,86.82,7.11,49.0,73.82
97.34,75.48,83.35,94.32,10.0,59.49,12.72,84.0,93.73
80.77,82.67,84.59,85.37,7.1,23.34,6.57,57.0,67.7
48.51,34.34,50.0,60.0,2.0,4.88,0.0,0.0,39.9
43.2,30.0,54.13,61.39,2.4,0.0,0.0,20.0,40.55
81.22,75.57,84.6,96.31,10.0,85.34,12.14,83.0,80.98
75.09,78.46,79.84,83.65,6.82,70.17,11.48,75.0,68.86
98.92,95.0,100.0,100.0,9.71,100.0,20.0,84.0,91.41
76.5,74.44,75.63,90.94,8.0,68.63,8.76,69.0,76.39
40.0,35.39,67.37,63.6,2.0,0.0,0.0,0.0,27.17
48.21,30.13,58.3,75.16,2.79,25.37,5.73,27.0,42.6
69.87,75.82,79.61,78.66,6.26,58.56,10.36,63.0,68.27
44.96,30.0,50.0,60.0,2.0,37.48,0.0,0.0,32.22
100.0,95.0,99.72,89.41,9.43,100.0,20.0,100.0,99.9
89.85,85.97,90.77,92.44,7.15,40.24,15.28,70.0,83.18
90.93,95.0,100.0,96.58,9.84,100.0,20.0,81.0,98.62
42.89,37.55,50.84,67.6,4.1,0.0,8.09,0.0,46.42
94.76,95.0,99.69,100.0,6.83,100.0,17.29,100.0,84.42
91.21,95.0,91.73,97.97,10.0,100.0,20.0,97.0,96.98
40.0,30.0,50.0,60.0,2.0,37.34,0.0,4.0,30.45
98.52,84.54,99.37,98.96,8.69,76.79,18.63,89.0,92.29
67.35,56.74,80.32,79.7,5.42,64.17,7.66,49.0,51.73
51.27,30.0,56.18,61.61,2.72,20.19,0.0,23.0,37.52
87.26,80.37,81.15,92.5,9.14,81.59,9.93,83.0,78.74
89.67,85.6,92.81,96.6,6.27,54.08,12.22,97.0,87.76
62.12,47.47,68.87,64.08,6.85,26.04,7.01,19.0,63.41
100.0,83.38,92.63,100.0,10.0,100.0,18.07,100.0,89.45
40.0,30.0,56.78,64.92,2.16,0.0,9.16,0.0,36.39
53.38,38.03,50.0,62.16,2.0,0.0,0.0,6.0,24.01
75.56,57.77,72.94,86.25,5.67,52.13,13.65,87.0,72.02
70.82,63.37,75.38,84.81,8.05,69.17,10.43,75.0,76.02
44.49,30.0,52.18,64.73,3.52,25.62,0.0,16.0,37.27
100.0,76.0,81.83,91.97,9.51,95.74,12.44,90.0,92.91
