exam_1,exam_2,exam_3,attendance_rate,engagement_score,group_work_score,revision_hours,quiz_score,final_pass_score
78.7,74.25,81.62,90.38,8.12,36.22,13.2,6.0,52.48
85.69,70.43,84.26,89.91,7.3,57.07,15.98,7.0,58.97
78.03,72.51,77.58,78.45,7.79,52.87,15.82,8.0,55.69
55.53,52.21,70.11,77.71,3.87,48.78,8.74,2.0,47.97
66.52,60.58,67.22,79.54,6.29,62.18,12.31,4.0,50.75
73.59,65.33,73.23,87.32,6.22,61.15,8.81,6.0,51.68
73.27,67.95,71.14,79.17,6.73,71.25,11.23,6.0,54.88
78.26,77.54,84.31,75.02,8.1,66.85,11.61,6.0,57.88
70.85,75.28,80.73,86.18,6.03,80.69,11.61,5.0,54.18
63.58,52.6,68.68,77.15,4.65,40.1,10.43,4.0,48.24
72.2,66.45,78.68,79.52,7.62,66.57,13.4,7.0,51.13
85.14,69.53,79.89,83.75,9.21,65.17,20.0,5.0,62.44
81.43,71.92,86.06,98.38,7.36,78.66,14.14,5.0,55.84
78.73,77.71,85.9,89.26,8.57,69.89,15.39,7.0,61.43
82.02,73.13,87.52,91.93,7.72,87.16,14.76,7.0,61.84
76.52,66.74,79.9,84.15,8.9,49.91,11.85,6.0,59.85
76.9,65.94,80.2,75.22,5.32,42.46,11.65,6.0,46.95
67.49,53.75,72.76,73.35,4.88,45.4,9.72,3.0,44.23
70.87,76.28,85.57,85.52,6.02,65.12,13.56,4.0,59.01
78.42,68.13,79.91,83.65,5.04,56.31,10.72,5.0,54.09
77.68,69.5,83.07,85.17,7.36,77.42,10.59,6.0,56.5
67.73,51.73,69.46,77.4,5.38,31.74,7.09,3.0,41.06
67.29,58.3,71.92,76.91,5.27,40.78,8.93,3.0,44.71
81.87,74.86,86.6,85.26,7.98,96.79,18.02,5.0,66.65
74.11,71.59,79.05,85.71,9.23,82.49,8.66,5.0,55.25
78.31,66.36,85.96,80.29,7.41,93.81,13.28,7.0,58.86
81.42,67.41,76.24,75.97,7.24,56.19,12.43,7.0,53.73
76.37,70.86,76.16,87.14,6.32,78.91,7.69,7.0,49.69
93.57,79.1,81.48,91.66,8.16,59.84,12.81,6.0,63.63
71.06,77.97,69.73,80.67,5.99,38.66,8.82,4.0,51.77
73.46,71.76,75.85,78.99,6.59,26.18,10.38,6.0,57.83
64.57,59.27,77.17,78.39,7.7,78.16,11.07,5.0,48.29
63.43,64.27,73.17,80.34,7.22,40.52,10.31,5.0,51.47
65.61,56.75,79.74,75.76,6.54,53.46,9.74,3.0,44.8
79.28,70.75,81.8,82.38,5.22,49.68,13.69,5.0,55.47
74.13,60.0,68.54,83.74,5.94,63.25,14.7,5.0,55.24
79.71,86.0,92.04,97.24,10.0,73.2,19.7,8.0,60.76
72.24,57.42,76.53,76.95,5.54,27.01,4.7,5.0,44.53
72.0,66.57,74.62,85.9,7.46,63.82,12.82,5.0,52.26
72.75,61.41,78.38,73.71,7.43,31.9,10.25,5.0,47.63
96.76,92.15,87.43,95.32,8.71,69.14,16.71,7.0,68.38
82.07,69.25,81.86,81.96,6.36,31.34,11.63,6.0,57.16
84.0,88.59,82.68,91.42,6.09,54.12,15.38,7.0,60.54
58.35,58.75,61.69,74.1,5.56,40.39,7.91,3.0,43.63
68.07,74.11,80.47,90.88,6.47,34.54,11.41,6.0,53.56
80.55,79.59,86.18,85.84,8.01,51.13,12.52,7.0,58.43
75.73,71.85,79.03,87.0,5.9,61.2,11.17,6.0,51.08
80.85,69.36,83.25,89.27,7.87,67.83,15.76,7.0,62.55
70.71,62.51,74.52,80.26,6.21,82.12,11.89,5.0,53.28
89.05,87.14,91.65,91.72,8.71,100.0,18.28,9.0,69.12
95.61,91.16,97.06,94.41,8.67,81.46,17.71,9.0,66.95
69.61,58.16,78.01,81.77,7.32,62.91,11.59,4.0,50.31
72.8,64.38,73.98,81.08,5.79,64.56,12.97,6.0,51.92
91.2,92.03,95.59,93.69,7.2,72.84,19.16,6.0,63.47
84.98,90.88,87.14,93.82,8.61,61.26,16.6,7.0,59.51
78.07,63.58,78.03,84.05,6.2,51.97,9.9,5.0,50.25
71.75,69.85,81.58,85.17,6.42,51.1,11.2,5.0,54.98
73.55,64.35,79.81,78.11,7.55,49.24,8.4,4.0,48.99
67.3,47.03,69.11,79.41,5.0,46.47,7.5,3.0,41.0
68.85,55.24,71.0,73.74,5.6,34.96,11.03,4.0,44.3
71.54,67.34,76.61,80.33,4.71,27.66,10.53,4.0,48.03
70.47,60.09,68.55,81.87,6.54,50.12,9.05,5.0,47.34
72.75,67.4,75.86,76.15,6.91,65.27,12.42,6.0,59.5
79.84,69.72,80.17,85.78,6.75,45.86,10.72,6.0,57.29
84.46,94.02,96.58,91.43,7.14,97.18,18.34,7.0,71.15
67.54,67.72,74.03,74.97,6.76,18.47,8.82,3.0,51.14
84.7,90.13,83.51,95.31,7.0,66.09,14.29,8.0,59.32
73.08,66.09,77.15,80.1,6.07,52.92,10.49,6.0,47.78
74.94,70.05,77.17,80.48,7.03,49.71,11.7,5.0,49.95
73.04,67.69,82.22,88.35,6.65,61.65,12.95,7.0,59.23
63.26,65.73,75.5,80.01,4.26,71.23,10.21,4.0,47.87
79.89,66.66,77.38,85.73,5.56,52.97,12.2,6.0,50.0
78.27,71.75,87.68,89.66,7.58,99.12,16.32,6.0,60.29
75.5,68.1,87.01,89.08,6.95,73.94,16.99,5.0,58.5
84.68,68.76,86.53,77.02,9.49,65.72,10.73,5.0,57.95
93.94,88.59,96.56,96.61,8.95,100.0,19.53,9.0,71.61
74.91,59.62,74.62,77.93,5.3,88.38,8.53,4.0,48.05
73.27,61.02,70.28,82.73,5.71,37.13,9.62,5.0,50.59
67.29,60.07,73.23,69.76,6.25,33.85,14.94,6.0,47.49
79.52,67.92,77.81,90.86,5.76,40.34,9.6,4.0,52.14
64.53,57.04,80.4,82.3,6.53,50.92,10.95,3.0,51.9
91.11,81.74,84.49,91.73,7.44,51.95,16.87,5.0,60.65
93.59,89.18,89.19,97.25,7.4,81.64,13.86,7.0,63.59
67.64,60.77,75.11,89.95,4.68,76.84,8.24,4.0,51.64
75.19,57.15,68.17,82.49,4.02,49.79,6.61,4.0,43.6
79.04,72.4,85.9,90.62,6.95,62.68,11.29,6.0,55.82
72.42,69.75,72.96,81.21,5.9,42.44,3.5,3.0,48.91
82.95,76.18,83.97,87.23,7.05,82.97,15.21,5.0,66.68
77.18,68.22,79.71,83.31,8.04,50.66,17.54,6.0,59.3
66.25,56.74,65.47,71.6,5.96,64.96,7.81,3.0,47.01
93.74,78.36,91.58,90.54,8.39,100.0,13.24,7.0,66.08
83.77,90.05,92.61,89.37,7.52,90.79,15.84,6.0,61.96
76.75,65.15,73.92,80.02,5.61,50.64,9.06,5.0,50.64
64.53,63.62,74.18,74.94,5.85,69.64,8.39,6.0,48.42
83.53,67.43,83.42,86.48,6.62,80.71,14.92,6.0,59.64
84.42,67.65,89.12,85.86,6.64,52.93,14.95,5.0,58.61
76.69,78.2,85.5,88.54,7.07,61.98,11.2,6.0,58.35
92.12,94.99,99.06,93.97,8.9,70.32,19.77,7.0,69.31
69.1,63.96,73.11,95.25,6.08,63.48,15.13,6.0,54.47
67.78,63.6,74.64,84.65,6.01,58.02,14.17,4.0,48.72
62.11,44.7,65.27,70.75,5.43,19.06,14.74,2.0,42.99
73.16,58.83,68.61,80.55,5.19,42.21,7.64,4.0,50.88
81.99,68.52,76.79,81.37,7.78,39.29,18.68,6.0,58.44
98.85,81.77,98.23,90.71,8.17,73.44,16.53,8.0,66.94
68.64,59.08,79.92,75.53,4.88,60.5,9.03,4.0,54.41
77.01,67.71,82.65,87.07,7.37,52.35,13.46,5.0,51.81
67.77,70.36,73.75,81.18,6.13,55.24,10.55,6.0,47.73
82.83,79.61,88.13,95.0,8.48,53.42,16.52,6.0,67.45
100.0,82.0,100.0,100.0,7.91,100.0,16.41,7.0,69.67
78.98,52.8,76.72,86.31,7.28,51.37,9.83,4.0,50.34
65.67,61.07,68.95,77.65,6.75,41.72,13.62,6.0,45.85
82.55,81.56,84.27,92.17,6.85,72.83,15.0,6.0,62.44
82.01,61.36,84.86,90.62,6.44,72.93,14.39,8.0,59.07
93.97,84.41,96.0,93.18,10.0,75.48,18.68,8.0,65.39
77.37,71.96,75.59,84.42,6.91,46.61,16.56,6.0,55.88
74.8,72.72,76.66,88.28,5.7,81.69,6.95,5.0,51.91
79.04,72.76,85.0,88.45,5.7,59.36,15.17,6.0,58.6
85.91,81.8,91.71,93.2,7.85,75.18,14.68,7.0,59.97
86.01,77.73,88.93,85.63,7.6,87.47,14.86,6.0,65.88
80.6,62.87,86.13,82.17,7.98,100.0,16.07,7.0,62.5
83.51,83.39,84.8,88.12,6.96,57.33,12.33,6.0,58.05
86.0,81.52,81.14,90.52,6.99,84.29,13.08,6.0,60.01
88.02,85.12,88.79,88.04,8.82,70.12,11.5,6.0,61.41
80.06,95.0,88.87,87.85,8.38,61.65,12.63,8.0,59.71
73.25,56.53,84.32,76.24,5.34,46.69,14.69,6.0,50.82
84.99,79.4,83.94,80.4,7.84,45.32,12.15,6.0,56.8
89.55,79.27,90.77,93.92,8.28,77.48,12.4,6.0,67.44
67.23,62.53,75.39,81.51,6.69,25.63,8.38,5.0,50.63
82.66,72.36,80.54,84.64,7.19,79.73,9.54,6.0,59.01
70.86,62.96,76.53,77.57,4.31,54.92,8.12,5.0,49.43
81.89,66.32,86.89,80.06,6.71,66.77,13.02,5.0,53.17
89.28,83.18,85.82,90.18,9.18,72.18,13.02,7.0,62.41
77.2,62.97,87.89,87.72,6.31,57.36,15.24,5.0,59.59
78.57,73.36,79.06,87.99,6.55,65.01,11.97,5.0,52.23
56.22,53.58,75.1,73.85,5.03,22.14,8.13,4.0,44.76
77.31,70.4,79.97,83.86,5.38,65.82,13.57,5.0,62.32
76.08,72.95,87.18,88.94,8.91,56.79,15.79,7.0,62.77
96.16,95.0,93.28,93.69,8.67,79.09,20.0,9.0,74.66
81.55,63.22,72.03,80.08,6.84,23.74,11.88,4.0,51.77
88.68,73.0,82.52,90.62,6.99,83.38,14.01,5.0,63.31
81.31,67.63,85.91,88.8,8.11,53.44,12.24,6.0,54.86
92.6,88.32,88.45,94.1,9.02,100.0,18.03,8.0,70.81
66.5,71.64,73.29,78.34,6.5,74.6,10.9,5.0,53.99
75.91,81.33,81.73,86.52,6.42,44.9,12.84,6.0,57.3
77.69,74.01,84.21,91.9,8.17,52.79,13.16,8.0,61.91
74.7,74.3,83.59,83.62,5.53,100.0,11.46,5.0,55.18
71.18,65.16,80.45,86.73,6.78,79.57,9.01,3.0,52.53
75.48,77.63,81.22,90.34,6.15,62.44,13.7,6.0,57.58
76.16,75.73,95.47,97.1,9.09,79.97,18.37,8.0,61.53
70.35,62.87,73.2,79.06,5.7,35.14,11.73,4.0,50.06
72.05,69.28,79.61,87.15,7.47,68.48,9.38,5.0,48.6
70.85,61.84,68.3,85.46,6.03,38.74,12.99,4.0,53.32
96.71,81.13,87.91,92.96,6.83,47.44,14.82,6.0,62.56
57.88,55.46,67.23,72.86,4.28,17.33,8.87,4.0,40.29
58.82,62.95,79.65,78.85,6.67,51.93,8.15,3.0,45.63
78.02,73.79,84.68,87.22,7.39,48.69,13.47,6.0,56.42
95.37,92.47,87.02,88.23,9.62,82.47,17.45,7.0,69.85
84.81,73.48,80.2,83.03,7.04,42.89,8.24,5.0,55.55
65.1,68.11,78.52,85.05,5.36,39.94,11.79,4.0,48.76
95.31,84.97,100.0,86.52,8.42,100.0,20.0,8.0,67.45
60.73,50.26,72.69,81.45,5.14,41.99,7.24,3.0,45.99
55.7,52.53,66.55,75.3,2.31,26.87,8.67,2.0,38.43
92.65,77.85,83.54,84.8,8.67,79.78,12.86,7.0,61.59
64.27,71.76,77.79,83.16,6.55,59.68,12.53,5.0,53.33
68.03,55.9,77.34,77.89,6.56,66.38,3.61,3.0,47.35
84.62,74.71,79.98,93.17,6.39,63.73,19.93,8.0,64.21
83.41,62.85,80.43,89.39,8.09,57.21,16.32,6.0,54.28
71.39,61.46,72.68,75.02,7.91,32.02,9.62,4.0,43.0
65.96,61.7,71.91,78.67,4.21,34.36,3.43,5.0,41.69
81.97,75.08,91.46,88.41,8.46,87.56,15.31,8.0,67.87
83.14,78.67,82.49,88.23,7.58,89.25,10.49,6.0,65.09
73.46,67.04,69.69,80.49,5.45,72.92,12.77,6.0,57.89
95.6,88.69,92.2,100.0,9.41,60.79,18.53,7.0,67.97
64.6,52.6,75.63,81.74,6.18,60.2,6.53,4.0,41.16
64.08,54.57,70.71,71.89,4.49,9.54,10.11,3.0,36.37
69.63,46.7,76.52,74.51,6.9,63.09,11.86,5.0,47.12
80.99,67.58,78.54,82.18,5.41,53.8,14.21,6.0,54.25
77.94,62.89,76.71,87.2,5.9,74.19,12.75,6.0,58.35
65.32,72.92,80.25,83.51,6.62,36.39,7.88,5.0,52.85
85.23,76.48,79.3,91.12,7.24,82.85,15.4,5.0,61.46
60.39,59.22,79.35,79.65,4.72,19.25,7.6,3.0,42.29
85.86,90.99,93.11,96.54,9.18,71.63,13.0,7.0,62.01
72.4,63.26,77.06,84.81,7.13,43.8,15.0,5.0,54.46
92.65,88.98,85.93,85.15,8.83,50.45,20.0,8.0,67.76
68.83,77.19,82.2,85.27,7.11,66.56,12.93,5.0,57.33
95.17,72.22,82.47,90.98,7.83,93.94,18.55,6.0,61.42
86.2,80.46,88.74,87.21,7.13,100.0,13.93,7.0,64.58
81.1,67.61,84.1,88.7,8.98,68.17,12.43,6.0,59.24
81.52,70.98,81.89,86.58,6.92,86.39,12.42,7.0,54.66
89.33,78.79,97.53,87.86,10.0,83.42,19.92,7.0,65.48
80.27,68.17,81.67,84.69,7.06,70.43,10.72,6.0,57.52
85.48,70.42,88.39,89.49,6.55,65.5,15.89,6.0,59.44
77.86,74.49,76.89,80.84,7.79,61.58,10.39,6.0,59.47
89.39,81.7,92.25,91.7,8.63,89.66,15.22,6.0,66.64
68.97,64.24,76.17,76.18,6.67,41.18,12.44,4.0,49.22
91.48,83.59,85.95,99.28,9.94,85.85,16.49,8.0,66.64
74.7,59.14,87.76,82.58,7.02,58.52,10.91,6.0,53.64
68.57,56.45,74.43,81.23,4.61,50.93,10.43,5.0,45.97
80.0,60.31,79.37,90.88,7.73,45.93,16.22,5.0,53.62
55.76,62.0,70.48,79.59,5.98,49.01,11.5,6.0,49.55
86.71,70.08,87.7,85.01,8.36,100.0,12.95,6.0,63.43
71.06,72.97,75.45,71.74,4.29,67.67,8.82,6.0,51.91
71.89,69.39,78.08,75.43,6.62,73.54,10.85,6.0,57.46
57.13,51.13,66.59,67.17,4.02,32.02,7.1,2.0,38.5
77.32,71.16,78.63,86.8,7.58,58.03,8.27,5.0,58.65
58.73,40.97,67.61,69.92,4.39,38.68,6.46,2.0,36.76
58.04,56.38,70.39,76.06,5.09,59.65,7.45,4.0,41.58
84.8,77.45,81.5,79.68,8.1,42.13,10.16,6.0,50.55
78.41,78.03,91.34,83.92,6.94,52.06,12.13,6.0,56.42
73.21,79.76,89.75,90.1,8.61,86.02,12.07,7.0,58.62
64.29,63.38,85.36,79.35,7.23,41.34,8.92,4.0,51.65
79.71,70.04,75.15,83.12,7.06,49.21,16.39,6.0,57.02
80.54,60.36,80.94,86.24,8.07,41.13,12.56,5.0,50.74
68.04,52.71,62.98,83.59,4.95,34.3,6.51,5.0,42.24
93.01,83.02,93.49,92.14,7.97,61.52,17.04,7.0,64.18
86.37,78.04,84.39,89.54,7.89,100.0,13.79,6.0,56.85
70.93,60.97,86.04,83.44,6.88,56.35,12.12,6.0,50.47
78.32,81.8,77.1,93.73,6.52,59.53,13.47,5.0,55.67
81.72,78.92,74.81,76.85,7.48,71.95,15.53,7.0,62.48
61.24,52.22,62.8,74.48,4.6,43.81,5.82,3.0,41.89
79.48,66.96,70.24,82.06,5.7,70.48,15.19,5.0,56.71
73.26,61.25,77.89,82.18,6.4,65.87,12.13,3.0,48.17
68.67,54.28,64.23,75.36,6.29,35.51,7.3,4.0,47.81
78.61,66.66,78.01,82.12,6.6,51.32,16.46,5.0,59.75
92.05,87.87,85.17,97.63,9.88,98.5,18.18,9.0,62.58
77.53,68.79,83.53,100.0,6.6,61.7,11.92,8.0,54.79
70.08,65.17,82.29,83.81,6.49,51.36,14.25,4.0,55.48
77.58,73.78,85.74,84.04,6.55,74.57,18.7,7.0,62.33
