student_id,score_percentage,hard_question_accuracy,hint_usage_percentage,avg_confidence,answer_changes_rate,tab_switches_rate,avg_time_per_question,review_percentage,avg_first_action_latency,clicks_per_question,performance_trend,mastery_level,mastery_level_name
STU0497,35.21,22.02,0.0,3.05,0.07,0.31,72.0,0.0,55.18,1.04,-0.09,1,developing
STU0498,61.21,47.16,35.51,3.83,0.19,0.12,1.0,6.56,0.5,1.77,-0.04,2,proficient
STU0499,39.54,47.5,79.45,3.2,0.12,0.23,1.0,22.41,0.5,2.86,-0.11,2,proficient
STU0500,42.44,27.17,57.89,2.9,0.42,0.4,1.0,18.65,0.5,2.07,0.35,2,proficient
STU0501,74.65,73.76,36.62,2.64,0.0,0.63,5.72,0.0,0.5,1.01,-0.08,2,proficient
STU0502,75.41,76.11,39.13,3.74,0.0,0.48,58.05,0.0,34.71,1.16,-0.27,2,proficient
STU0503,76.14,57.59,11.13,3.02,0.26,0.36,37.91,8.13,38.86,1.36,0.2,2,proficient
STU0504,60.06,48.57,100.0,2.61,0.04,0.0,76.54,43.05,57.78,3.33,0.02,2,proficient
STU0505,43.01,8.36,91.62,3.21,0.05,0.49,1.0,21.92,0.5,2.98,0.1,2,proficient
STU0506,10.85,3.21,50.47,2.93,0.21,0.0,4.58,4.1,0.5,1.84,0.12,0,at_risk
STU0507,86.04,87.53,41.59,2.84,0.08,0.23,34.77,0.0,14.25,1.2,-0.28,3,advanced
STU0508,59.55,29.8,35.41,3.99,0.3,0.83,40.21,40.7,14.15,2.54,-0.66,2,proficient
STU0509,88.96,100.0,15.4,3.22,0.0,0.61,96.03,0.0,60.0,1.0,-0.18,3,advanced
STU0510,67.42,55.47,29.72,3.12,0.24,0.48,48.11,0.0,32.78,1.97,-0.03,2,proficient
STU0511,73.36,91.43,57.56,3.23,0.02,0.0,21.15,0.0,12.27,1.64,-0.13,2,proficient
STU0512,1.12,0.0,35.23,3.66,0.11,0.0,34.34,1.6,28.14,1.34,0.12,0,at_risk
STU0513,58.31,53.88,6.5,3.52,0.43,0.01,8.75,18.32,8.29,1.69,-0.76,2,proficient
STU0514,94.09,96.59,0.0,3.14,0.31,1.11,97.3,8.45,60.0,1.54,0.07,3,advanced
STU0515,27.89,6.61,55.84,2.99,0.31,0.0,13.39,2.64,0.5,1.67,-0.15,0,at_risk
STU0516,11.29,13.15,38.86,2.22,0.25,0.99,29.47,9.68,32.33,1.65,-0.21,0,at_risk
STU0517,59.15,70.81,36.31,2.95,0.0,0.14,1.0,0.0,0.5,1.08,0.15,1,developing
STU0518,39.09,10.66,25.54,3.14,0.0,0.04,1.0,29.98,0.5,1.37,-0.25,0,at_risk
STU0519,50.72,51.15,25.83,3.06,0.09,0.01,12.44,0.0,15.69,1.05,-0.29,1,developing
STU0520,100.0,100.0,10.64,3.79,0.18,0.71,32.5,12.27,19.18,1.99,-0.5,3,advanced
STU0521,40.98,58.51,0.0,2.89,0.0,0.0,1.0,0.0,0.5,1.0,-0.19,1,developing
STU0522,55.1,61.82,20.59,2.93,0.03,0.47,95.73,0.0,60.0,1.47,-0.41,2,proficient
STU0523,54.43,22.89,0.0,3.4,0.03,0.15,29.63,0.0,33.82,1.0,0.16,1,developing
STU0524,13.66,1.84,0.0,3.3,0.04,0.0,42.68,7.09,49.41,1.0,-0.54,0,at_risk
STU0525,57.0,43.09,49.15,3.1,0.13,0.0,108.58,9.11,60.0,1.56,-0.01,2,proficient
STU0526,15.24,13.36,9.38,3.04,0.19,0.0,1.0,16.83,0.5,1.3,0.01,0,at_risk
STU0527,50.66,71.54,0.0,3.28,0.0,0.0,32.7,0.0,43.58,1.0,0.48,2,proficient
STU0528,46.18,45.06,7.13,3.29,0.05,0.03,100.87,28.82,60.0,1.0,-0.33,2,proficient
STU0529,100.0,100.0,78.71,4.03,0.19,0.37,1.0,15.44,0.5,2.95,-0.14,2,proficient
STU0530,45.97,37.53,35.3,2.64,0.25,0.0,1.0,8.3,0.5,1.94,0.3,1,developing
STU0531,46.82,36.02,0.0,3.54,0.13,0.01,1.0,28.29,0.5,1.39,0.01,1,developing
STU0532,18.39,0.0,0.0,3.43,0.01,0.93,1.0,0.0,0.5,1.0,-0.28,0,at_risk
STU0533,71.96,47.83,0.0,2.52,0.0,0.0,39.54,0.0,53.89,1.0,-0.23,2,proficient
STU0534,0.69,0.0,2.68,2.7,0.0,0.0,1.0,0.0,0.5,1.0,-0.35,0,at_risk
STU0535,91.48,67.23,0.0,3.54,0.0,0.42,1.0,19.19,0.5,1.0,-0.47,3,advanced
STU0536,100.0,82.79,17.85,2.42,0.0,0.31,101.5,0.0,60.0,1.11,0.14,3,advanced
STU0537,7.29,15.13,17.04,3.45,0.09,0.0,1.0,24.09,0.5,1.36,-0.14,0,at_risk
STU0538,0.0,0.0,0.0,3.09,0.05,0.28,4.79,5.84,3.17,1.11,-0.68,0,at_risk
STU0539,72.96,46.97,73.23,3.24,0.22,0.31,1.0,0.0,0.5,2.38,0.37,2,proficient
STU0540,65.77,41.85,11.89,3.29,0.0,0.67,59.59,19.66,39.54,1.69,0.45,2,proficient
STU0541,14.7,17.74,18.56,2.35,0.12,0.35,1.0,31.71,0.5,1.51,-0.14,0,at_risk
STU0542,54.58,34.56,55.29,3.35,0.25,0.17,51.47,8.97,47.65,1.92,0.45,2,proficient
STU0543,54.86,24.71,73.74,3.14,0.25,0.62,47.11,10.18,28.38,2.58,0.19,1,developing
STU0544,0.0,0.0,0.0,3.65,0.2,0.0,8.39,0.0,21.8,1.58,-0.01,0,at_risk
STU0545,100.0,82.97,17.86,3.4,0.17,0.32,74.48,12.04,55.3,1.93,0.17,3,advanced
STU0546,58.91,67.61,0.0,3.44,0.0,0.0,1.0,0.0,0.52,1.0,0.02,2,proficient
STU0547,44.31,10.98,65.63,2.7,0.08,0.19,41.98,33.91,24.13,2.2,0.5,1,developing
STU0548,59.58,48.29,58.91,3.24,0.17,1.18,24.19,10.55,0.59,2.84,-0.35,2,proficient
STU0549,0.0,0.0,0.0,2.83,0.14,0.0,1.0,6.17,0.5,1.0,-0.02,0,at_risk
STU0550,78.04,83.59,66.46,4.14,0.1,0.46,4.41,7.76,0.5,1.98,-0.25,2,proficient
STU0551,94.62,100.0,23.83,3.7,0.16,1.1,48.19,26.74,48.51,2.37,-0.09,3,advanced
STU0552,75.23,60.51,100.0,3.2,0.08,0.0,81.89,29.46,45.91,3.22,-0.27,2,proficient
STU0553,59.31,57.24,78.41,2.77,0.0,0.0,1.0,24.72,0.5,2.33,0.29,2,proficient
STU0554,57.79,47.31,20.75,3.06,0.0,0.21,33.05,12.1,26.83,1.24,-0.34,2,proficient
STU0555,55.96,58.31,0.0,3.26,0.12,0.02,2.39,6.43,0.5,1.3,-0.33,2,proficient
STU0556,85.31,100.0,3.06,3.56,0.0,0.9,1.0,4.74,0.5,1.42,-0.41,3,advanced
STU0557,78.18,56.2,53.14,3.08,0.08,0.33,11.44,10.95,5.76,1.8,0.24,2,proficient
STU0558,98.2,76.45,0.0,3.53,0.02,1.06,56.32,0.0,40.39,1.49,-0.21,3,advanced
STU0559,55.13,60.82,12.3,3.17,0.08,0.53,56.83,3.15,48.42,1.34,-0.52,2,proficient
STU0560,61.46,81.52,0.0,2.91,0.0,0.59,58.6,0.0,47.53,1.06,-0.59,3,advanced
STU0561,58.08,62.46,0.0,2.58,0.29,0.15,90.06,8.57,60.0,1.45,-0.39,2,proficient
STU0562,57.75,42.87,0.0,3.38,0.05,0.12,1.0,29.19,0.5,1.63,-0.15,1,developing
STU0563,2.61,23.87,10.3,2.65,0.12,0.49,10.78,34.43,10.5,1.49,-0.41,0,at_risk
STU0564,82.19,31.35,39.89,2.66,0.01,0.02,40.51,0.0,22.4,2.11,0.53,2,proficient
STU0565,19.41,34.89,5.22,3.1,0.06,0.0,51.44,9.2,45.41,1.0,-0.44,1,developing
STU0566,5.21,0.0,0.0,2.92,0.28,0.44,10.96,14.22,24.3,1.39,-0.26,0,at_risk
STU0567,11.59,8.84,43.19,2.68,0.12,0.0,4.31,0.0,0.5,1.47,-0.21,0,at_risk
STU0568,55.38,34.75,42.56,3.05,0.0,0.59,76.0,0.0,60.0,1.74,0.07,2,proficient
STU0569,3.64,10.35,0.0,2.84,0.47,0.25,1.0,0.0,1.05,1.0,-0.45,0,at_risk
STU0570,44.01,56.84,44.91,3.02,0.13,0.05,28.16,10.85,21.37,2.22,0.05,1,developing
STU0571,43.09,45.55,21.88,2.66,0.0,0.19,71.26,2.82,53.86,1.41,-0.12,2,proficient
STU0572,59.33,64.45,56.89,2.88,0.0,0.0,62.14,31.57,41.63,2.16,0.27,2,proficient
STU0573,68.8,66.44,0.0,3.57,0.0,0.0,13.8,0.0,15.54,1.0,0.05,2,proficient
STU0574,87.23,48.13,71.09,2.89,0.24,0.28,53.6,12.18,38.53,2.09,0.16,2,proficient
STU0575,86.45,88.31,100.0,2.95,0.25,0.47,98.94,18.89,60.0,3.6,-0.04,2,proficient
STU0576,11.98,0.0,40.21,3.56,0.14,0.43,1.0,5.42,0.5,1.89,0.0,0,at_risk
STU0577,74.29,58.36,39.04,3.21,0.0,0.19,33.31,0.0,22.15,1.56,-0.16,2,proficient
STU0578,91.52,64.37,20.11,4.53,0.0,0.0,56.16,0.0,51.39,1.41,-0.32,2,proficient
STU0579,0.0,0.0,48.08,3.36,0.04,0.0,56.2,49.9,37.77,1.67,-0.3,0,at_risk
STU0580,41.19,28.26,22.04,3.6,0.31,0.14,62.17,24.2,50.27,2.32,-0.02,2,proficient
STU0581,100.0,83.38,31.82,3.36,0.18,0.95,63.11,0.0,52.84,1.88,-0.47,3,advanced
STU0582,53.71,20.27,15.26,2.8,0.2,0.17,1.0,25.28,0.5,1.94,-0.2,2,proficient
STU0583,43.0,41.8,40.44,3.66,0.11,0.3,1.0,12.59,0.5,1.96,-0.48,1,developing
STU0584,63.65,60.21,10.36,2.68,0.29,0.55,34.94,0.0,21.15,1.9,-0.04,2,proficient
STU0585,37.52,36.43,0.54,3.78,0.32,0.07,1.0,0.0,0.5,1.0,-0.09,0,at_risk
STU0586,44.16,14.52,23.58,3.35,0.19,0.0,12.17,0.0,17.62,1.29,-0.22,1,developing
STU0587,31.14,15.15,0.0,3.32,0.04,0.37,1.0,0.0,0.5,1.0,-0.49,0,at_risk
STU0588,83.33,63.46,41.34,3.1,0.0,0.18,72.35,0.0,60.0,1.0,-0.23,2,proficient
STU0589,69.55,50.27,35.84,3.08,0.11,0.0,1.0,12.11,0.5,1.33,-0.08,2,proficient
STU0590,62.56,64.18,0.0,2.91,0.0,0.53,150.53,0.0,60.0,1.0,0.05,2,proficient
STU0591,57.03,34.07,60.73,3.4,0.0,0.24,70.33,30.69,48.58,2.2,0.26,2,proficient
STU0592,17.98,15.89,0.0,3.54,0.05,0.48,29.52,0.0,43.05,1.04,0.03,0,at_risk
STU0593,31.27,17.67,29.8,2.76,0.34,0.2,1.0,19.37,0.5,2.12,-0.09,0,at_risk
STU0594,77.73,85.84,38.72,3.09,0.08,0.43,7.05,14.32,0.5,2.45,0.27,2,proficient
STU0595,33.52,37.22,0.0,3.43,0.01,0.0,23.79,0.0,18.39,1.0,-0.15,1,developing
STU0596,42.89,9.65,8.53,3.32,0.19,0.06,73.46,20.94,60.0,1.52,-0.42,1,developing
STU0597,50.62,58.74,44.76,3.71,0.07,0.76,10.66,36.28,0.5,2.73,0.31,1,developing
STU0598,48.1,42.48,64.72,3.02,0.0,0.89,11.95,9.87,0.5,1.94,-0.33,2,proficient
STU0599,61.34,24.74,28.46,3.3,0.07,0.0,98.09,10.25,60.0,1.27,-0.28,2,proficient
STU0600,61.8,49.45,0.0,3.88,0.02,0.0,75.67,0.0,60.0,1.0,0.24,2,proficient
STU0601,15.63,7.71,47.57,3.15,0.09,0.0,1.0,11.42,0.5,1.84,0.16,0,at_risk
STU0602,82.34,54.35,100.0,3.49,0.14,0.7,141.63,0.0,60.0,2.09,0.02,2,proficient
STU0603,64.65,55.0,12.66,2.36,0.1,0.8,28.68,15.1,7.04,1.86,-0.2,2,proficient
STU0604,31.24,10.66,15.67,3.25,0.0,0.0,14.36,0.0,28.31,1.0,-0.32,0,at_risk
STU0605,24.85,43.64,33.25,2.62,0.23,0.3,31.84,8.39,13.85,2.06,-0.25,0,at_risk
STU0606,100.0,78.88,89.26,3.24,0.17,0.75,30.68,28.5,0.5,3.06,-0.11,2,proficient
STU0607,16.7,4.56,33.42,3.3,0.14,0.0,20.73,14.85,19.23,1.92,-0.04,0,at_risk
STU0608,27.25,8.33,9.95,2.95,0.12,0.28,20.03,11.01,16.04,1.26,-0.35,0,at_risk
STU0609,1.83,0.0,34.46,2.63,0.04,0.0,34.44,0.0,34.49,1.58,-0.35,0,at_risk
STU0610,29.43,38.85,15.94,2.12,0.0,0.0,1.0,0.0,0.5,1.14,-0.21,0,at_risk
STU0611,85.59,98.42,72.71,3.34,0.0,0.54,86.1,0.0,60.0,2.19,0.06,2,proficient
STU0612,86.0,81.98,0.0,3.19,0.25,0.18,37.74,0.0,57.33,1.0,-0.36,3,advanced
STU0613,58.19,38.71,50.27,3.36,0.24,0.36,155.3,2.72,60.0,2.07,-0.43,2,proficient
STU0614,9.62,0.0,0.0,2.62,0.14,0.0,8.51,25.92,4.43,1.21,-0.04,0,at_risk
STU0615,0.0,0.0,35.27,3.12,0.43,0.0,36.64,24.78,26.6,2.66,-0.45,0,at_risk
STU0616,66.08,89.86,32.87,3.9,0.02,0.39,21.39,0.0,4.36,1.0,0.05,2,proficient
STU0617,79.66,75.52,57.46,3.15,0.29,0.46,44.08,10.04,27.22,2.32,0.2,2,proficient
STU0618,20.29,0.0,45.87,2.95,0.02,0.23,1.0,7.19,0.5,2.14,0.37,0,at_risk
STU0619,45.47,55.43,0.0,2.79,0.0,0.7,1.0,0.0,0.5,1.0,-0.3,1,developing
STU0620,15.18,13.15,0.0,2.72,0.0,0.0,22.36,0.0,28.34,1.0,-0.37,0,at_risk
STU0621,100.0,100.0,10.27,3.67,0.22,0.51,1.0,0.0,0.5,1.57,0.01,3,advanced
STU0622,31.59,4.98,31.63,3.23,0.0,0.26,1.0,0.0,0.5,1.08,-0.19,0,at_risk
STU0623,100.0,86.91,100.0,3.44,0.16,0.66,161.63,1.82,60.0,2.91,0.07,2,proficient
STU0624,2.71,0.0,67.65,2.94,0.05,0.0,40.15,0.0,38.73,2.34,0.06,0,at_risk
STU0625,53.49,60.33,57.5,2.76,0.0,0.0,47.57,17.07,22.21,1.91,-0.39,2,proficient
STU0626,27.21,26.8,0.6,2.96,0.0,0.05,17.82,0.0,19.6,1.0,-0.38,0,at_risk
STU0627,10.1,29.06,0.0,2.98,0.22,1.44,1.0,22.48,0.5,1.78,-0.38,0,at_risk
STU0628,20.49,11.0,0.0,3.51,0.1,0.17,1.0,0.0,0.5,1.0,-0.29,0,at_risk
STU0629,28.37,5.79,0.0,3.73,0.0,0.38,59.08,0.0,58.21,1.06,0.3,0,at_risk
STU0630,52.89,47.86,9.91,3.37,0.0,0.0,1.0,0.0,0.5,1.0,-0.32,1,developing
STU0631,30.65,34.88,28.76,3.05,0.22,0.36,80.95,8.6,60.0,1.5,-0.27,1,developing
STU0632,82.4,93.26,58.73,2.46,0.23,0.0,87.94,4.09,60.0,1.71,0.16,2,proficient
STU0633,10.44,0.0,0.0,2.29,0.05,0.55,143.55,17.37,60.0,1.17,-0.14,1,developing
STU0634,43.69,37.74,42.08,2.85,0.07,0.13,63.87,0.0,51.04,2.1,0.24,2,proficient
STU0635,93.79,84.98,46.82,3.73,0.37,0.0,1.0,33.56,0.5,2.47,-0.25,3,advanced
STU0636,37.39,6.9,91.16,2.98,0.11,0.22,64.95,36.46,43.32,2.71,-0.05,1,developing
STU0637,76.61,59.39,35.62,3.42,0.23,0.0,63.72,6.05,57.32,1.99,0.38,2,proficient
STU0638,93.92,100.0,74.99,3.37,0.12,0.87,77.2,5.75,50.89,2.61,-0.25,2,proficient
STU0639,92.05,83.72,96.46,2.51,0.0,0.4,107.24,17.27,60.0,2.38,-0.32,2,proficient
STU0640,63.38,33.36,20.38,3.43,0.0,0.69,89.12,0.0,60.0,1.0,-0.36,2,proficient
STU0641,76.53,61.06,48.74,2.57,0.2,0.14,50.61,9.19,24.74,1.78,0.18,2,proficient
STU0642,65.64,72.74,37.64,3.25,0.0,0.14,30.7,32.51,22.77,2.28,0.08,2,proficient
STU0643,32.76,25.66,31.33,2.66,0.01,0.0,95.06,0.0,60.0,1.0,-0.52,1,developing
STU0644,88.78,90.87,70.49,3.58,0.45,0.81,32.35,27.01,11.38,2.98,-0.15,2,proficient
STU0645,44.68,3.36,38.38,2.3,0.07,0.3,23.29,41.42,0.5,2.57,0.19,0,at_risk
STU0646,3.0,35.91,7.77,2.6,0.0,0.0,3.19,0.0,2.46,1.03,-0.32,0,at_risk
STU0647,0.0,0.0,0.0,3.2,0.0,0.0,58.95,0.0,60.0,1.0,0.1,0,at_risk
STU0648,43.01,21.14,49.74,2.89,0.0,0.0,24.96,30.23,0.5,2.08,0.14,2,proficient
STU0649,59.56,70.67,23.93,3.11,0.17,0.4,15.3,17.27,0.5,1.79,-0.24,2,proficient
STU0650,93.9,35.2,59.83,3.3,0.0,0.21,72.84,14.39,34.65,2.4,-0.06,2,proficient
STU0651,74.16,76.46,5.6,3.56,0.04,0.0,78.72,0.0,60.0,1.0,-0.08,3,advanced
STU0652,52.13,51.57,0.0,2.9,0.04,0.91,34.56,24.57,29.25,1.29,-0.28,1,developing
STU0653,48.84,49.14,66.07,3.23,0.29,0.0,2.01,2.35,0.5,2.23,0.17,2,proficient
STU0654,26.25,18.04,43.29,2.13,0.38,0.06,1.0,19.53,0.5,2.26,0.22,0,at_risk
STU0655,75.97,71.44,45.94,3.18,0.37,0.0,41.77,16.02,31.06,2.06,-0.46,2,proficient
STU0656,58.47,53.78,72.49,2.56,0.26,1.19,29.43,0.0,0.5,2.63,0.11,2,proficient
STU0657,36.31,51.3,0.0,2.41,0.2,0.0,18.42,60.52,18.53,1.39,-0.22,1,developing
STU0658,52.32,45.8,47.62,2.68,0.34,0.39,67.61,8.38,57.66,2.13,-0.02,2,proficient
STU0659,26.19,1.99,46.78,2.82,0.0,0.0,48.97,0.0,38.91,1.38,-0.52,0,at_risk
STU0660,10.25,6.62,0.0,3.48,0.25,0.31,81.34,16.6,60.0,1.32,0.38,0,at_risk
STU0661,100.0,100.0,52.68,3.95,0.12,0.31,82.34,8.03,60.0,1.94,-0.44,2,proficient
STU0662,60.82,65.7,21.15,3.81,0.01,0.0,15.32,0.0,15.92,1.07,0.2,1,developing
STU0663,100.0,100.0,77.78,2.87,0.26,0.99,103.64,16.63,48.52,2.92,-0.13,2,proficient
STU0664,24.85,17.86,10.66,2.71,0.0,0.0,68.83,0.0,60.0,1.0,-0.11,1,developing
STU0665,67.34,11.47,71.86,3.77,0.0,0.0,5.72,0.0,0.5,1.21,-0.21,2,proficient
STU0666,99.42,75.94,77.92,3.42,0.0,0.53,45.0,0.0,23.77,2.14,0.2,2,proficient
STU0667,88.73,85.84,0.0,3.16,0.54,0.88,153.59,47.93,60.0,2.57,-0.15,3,advanced
STU0668,2.35,0.0,53.58,2.64,0.14,0.24,1.0,7.24,0.5,1.83,-0.37,0,at_risk
STU0669,27.16,40.1,0.0,3.16,0.0,0.55,74.64,22.15,60.0,1.22,-0.54,1,developing
STU0670,100.0,90.45,63.04,3.8,0.05,0.84,84.47,40.03,51.94,2.49,-0.14,2,proficient
STU0671,60.01,51.88,18.94,2.38,0.12,0.98,72.02,22.62,60.0,2.01,0.07,2,proficient
STU0672,65.54,51.68,9.66,3.14,0.13,0.15,50.36,14.82,49.47,1.85,-0.05,2,proficient
STU0673,15.09,0.96,23.61,2.22,0.26,0.07,42.06,42.39,25.98,2.33,-0.11,0,at_risk
STU0674,48.37,27.53,79.0,2.89,0.21,0.0,75.23,35.95,52.72,2.63,0.13,1,developing
STU0675,100.0,85.2,71.95,2.99,0.1,0.37,50.35,6.74,18.21,2.71,-0.31,2,proficient
STU0676,69.81,55.72,0.0,3.36,0.0,0.19,1.0,1.31,0.5,1.0,-0.05,2,proficient
STU0677,30.95,21.16,0.0,3.41,0.36,1.21,25.99,33.43,5.15,2.44,0.09,0,at_risk
STU0678,39.49,49.58,14.76,2.92,0.14,0.0,66.1,0.0,53.99,1.0,0.0,1,developing
STU0679,35.56,5.92,12.38,3.1,0.0,0.0,111.27,0.0,60.0,1.0,-0.25,1,developing
STU0680,72.23,77.73,21.06,2.72,0.26,0.41,120.72,0.0,60.0,1.86,-0.19,3,advanced
STU0681,47.15,42.72,10.68,3.03,0.02,0.0,80.08,13.87,60.0,1.52,-0.19,2,proficient
STU0682,30.9,12.73,26.54,2.61,0.0,0.0,117.7,0.0,60.0,1.1,-0.07,1,developing
STU0683,76.14,68.58,14.22,2.32,0.07,0.04,20.55,0.0,29.59,1.74,-0.01,2,proficient
STU0684,40.06,13.02,43.91,3.84,0.1,0.0,33.14,26.73,12.43,2.01,0.15,0,at_risk
STU0685,51.66,30.51,60.91,2.92,0.0,0.0,80.8,14.17,60.0,1.51,-0.18,2,proficient
STU0686,21.96,6.48,0.0,2.82,0.0,0.18,21.92,16.94,39.61,1.0,-0.09,0,at_risk
STU0687,54.18,30.1,54.06,3.84,0.2,0.88,1.0,0.0,0.5,2.23,0.35,2,proficient
STU0688,53.37,31.03,25.86,2.51,0.0,0.41,82.22,11.2,58.58,1.35,-0.42,2,proficient
STU0689,88.68,70.54,6.98,3.36,0.0,0.87,19.16,0.0,0.5,1.07,-0.22,3,advanced
STU0690,11.5,20.98,35.82,2.95,0.29,0.37,1.0,0.0,0.5,2.0,-0.04,0,at_risk
STU0691,28.75,29.22,0.09,3.06,0.3,0.0,1.0,0.0,0.5,1.21,-0.13,0,at_risk
STU0692,38.75,37.28,0.0,3.27,0.0,0.0,1.0,0.0,0.5,1.0,-1.0,0,at_risk
STU0693,29.91,14.99,69.23,2.53,0.1,0.59,1.0,21.13,0.5,2.4,-0.2,0,at_risk
STU0694,32.15,65.1,40.15,3.51,0.18,0.0,19.88,28.76,1.12,2.53,0.11,1,developing
STU0695,100.0,93.01,10.26,3.27,0.32,0.0,1.0,4.15,0.5,1.63,0.23,3,advanced
STU0696,37.46,0.0,91.39,2.56,0.0,0.31,16.28,10.79,0.5,2.65,-0.01,1,developing
STU0697,98.85,56.8,67.8,2.93,0.32,0.44,29.85,28.23,11.01,3.0,-0.14,2,proficient
STU0698,39.49,30.49,25.09,3.43,0.0,0.12,5.6,0.0,0.5,1.0,-0.97,1,developing
STU0699,33.06,10.68,43.3,2.7,0.05,0.57,73.27,30.81,50.9,2.34,-0.12,1,developing
STU0700,48.02,45.34,9.37,3.8,0.09,0.43,79.74,28.53,58.6,1.97,0.1,2,proficient
STU0701,80.24,54.01,19.42,3.72,0.0,0.13,103.29,4.33,60.0,1.13,-0.02,2,proficient
STU0702,14.34,1.72,31.52,3.54,0.22,0.0,49.93,11.39,31.6,1.77,0.29,0,at_risk
STU0703,58.72,49.89,77.72,2.48,0.0,0.0,53.29,5.69,47.01,1.87,-0.13,2,proficient
STU0704,53.88,46.69,0.0,4.4,0.22,0.34,36.98,21.68,34.07,1.25,-0.0,1,developing
STU0705,65.25,43.75,75.5,3.26,0.23,0.78,36.84,24.62,14.31,2.68,0.02,2,proficient
STU0706,57.55,33.83,100.0,2.45,0.0,0.55,75.51,0.0,50.96,2.67,0.03,2,proficient
STU0707,100.0,94.94,71.18,3.92,0.29,0.52,44.9,20.79,23.09,3.04,0.38,2,proficient
STU0708,23.65,11.28,0.0,2.92,0.23,0.11,131.71,20.96,60.0,1.45,-0.34,1,developing
STU0709,52.11,60.46,28.45,2.81,0.0,0.04,35.3,22.28,16.1,1.59,-0.1,1,developing
STU0710,0.0,0.0,1.0,2.64,0.09,0.0,1.0,16.65,1.73,1.54,-0.55,0,at_risk
STU0711,70.92,59.1,37.92,3.05,0.11,0.35,15.85,0.0,1.0,1.72,0.1,2,proficient
STU0712,79.1,62.39,44.41,3.65,0.31,0.38,24.43,17.75,0.5,2.4,0.2,2,proficient
STU0713,72.84,59.6,40.44,2.87,0.19,0.3,32.44,3.75,17.62,1.79,0.1,2,proficient
STU0714,42.12,57.67,64.0,2.66,0.08,0.01,11.89,44.99,0.5,2.79,0.09,1,developing
STU0715,24.19,2.18,0.0,2.72,0.0,0.0,114.45,0.0,60.0,1.0,-0.37,1,developing
STU0716,23.69,28.05,43.61,2.51,0.17,0.69,108.36,71.97,60.0,3.83,-0.12,1,developing
STU0717,36.28,32.39,7.63,3.29,0.0,0.0,73.17,0.9,60.0,1.04,0.11,1,developing
STU0718,4.8,5.01,9.31,3.05,0.24,0.0,1.0,0.0,0.5,1.32,-0.08,0,at_risk
STU0719,14.13,0.0,0.0,2.59,0.11,0.0,65.78,6.49,60.0,1.0,-0.03,0,at_risk
STU0720,77.02,73.07,49.36,3.13,0.18,0.27,40.17,5.0,19.68,1.91,0.06,2,proficient
STU0721,92.65,100.0,0.0,3.93,0.06,0.72,1.0,1.31,0.5,1.0,-0.03,3,advanced
STU0722,93.69,81.83,77.6,3.16,0.24,0.0,147.17,42.73,60.0,2.38,0.03,2,proficient
STU0723,11.06,9.09,30.8,2.57,0.24,0.34,59.65,19.43,35.61,2.35,-0.15,0,at_risk
STU0724,12.66,24.64,77.05,2.88,0.43,0.24,1.0,13.8,0.5,2.59,0.13,0,at_risk
STU0725,37.27,21.26,57.22,2.88,0.03,0.46,96.16,26.64,60.0,2.16,-0.07,1,developing
STU0726,63.33,39.1,55.51,3.19,0.0,0.0,9.8,0.0,13.1,1.45,-0.22,2,proficient
STU0727,60.36,45.92,41.21,3.41,0.3,0.29,98.69,35.43,60.0,3.2,0.12,2,proficient
STU0728,29.09,45.62,78.85,2.95,0.01,0.09,45.03,34.63,24.79,2.68,0.3,2,proficient
STU0729,44.56,51.45,15.53,3.32,0.07,0.2,4.34,29.25,0.5,1.61,0.37,1,developing
STU0730,82.79,36.99,26.86,2.52,0.0,0.0,45.81,0.0,48.03,1.0,-0.06,2,proficient
STU0731,41.54,55.69,62.62,3.38,0.06,0.96,1.0,0.0,0.5,2.74,-0.02,2,proficient
STU0732,48.4,17.25,60.37,3.49,0.25,0.0,1.0,0.0,0.5,1.69,-0.25,2,proficient
STU0733,41.28,24.81,12.67,3.33,0.11,0.0,28.01,0.0,25.87,1.16,-0.45,1,developing
STU0734,83.32,60.63,40.97,3.76,0.28,0.39,19.63,29.92,6.5,2.28,-0.19,2,proficient
STU0735,0.0,0.0,13.55,3.41,0.16,0.38,1.0,34.66,0.5,2.18,-0.42,0,at_risk
STU0736,60.79,21.24,29.58,3.38,0.03,0.0,65.59,4.93,54.32,1.4,0.61,2,proficient
STU0737,87.99,96.71,45.13,3.34,0.0,0.09,20.26,0.0,4.84,1.0,-0.16,3,advanced
STU0738,78.08,85.99,42.65,2.82,0.0,0.0,1.0,0.0,0.5,1.0,-0.04,2,proficient
STU0739,46.95,38.14,60.86,2.57,0.14,0.18,19.71,28.33,6.67,2.13,-0.11,2,proficient
STU0740,62.16,48.92,48.87,3.28,0.39,0.0,21.48,0.22,11.9,1.63,0.05,2,proficient
STU0741,35.17,14.96,0.0,2.96,0.24,0.09,52.88,42.37,51.72,1.43,-0.05,1,developing
STU0742,37.71,21.02,0.0,3.57,0.04,0.12,1.0,9.5,0.5,1.0,0.09,0,at_risk
STU0743,77.25,67.8,0.0,4.62,0.42,0.74,1.0,10.25,0.5,2.11,0.05,2,proficient
STU0744,30.6,14.47,58.5,3.7,0.37,0.43,1.0,0.0,0.5,1.89,0.05,0,at_risk
STU0745,55.42,26.02,50.18,3.4,0.23,0.52,54.86,10.51,34.78,2.27,0.03,2,proficient
